RICS,Term,Prices/Upfronts,Name,Currency,Rank,Doc Clause,Cal final,recovery rate,TRBC Economic Sector Name,Region
AAL1YEUAM=R,1Y,21.16,ANGLO AMERICAN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
ISPJ1YEUAM=R,1Y,19.83,ARCELORMITTA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
CELB1YEUAM=R,1Y,46.55,ARCELORMITTAL FN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
ARDA1YEUAM=R,1Y,21.68,ARDAGH PACKAGING,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
AUTS1YEUAM=R,1Y,253.81,ATLANTIA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
AV1YEUAM=R,1Y,10.06,AVIVA GB,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
AV1YEUSM=R,1Y,19.12,AVIVA GB,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
AXAF1YEUAM=R,1Y,11.55,AXA SA,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
AXAF1YEUSM=R,1Y,21.51,AXA SA,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
BNSI1YEUAM=R,1Y,15.02,BENI STABILI,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
BOC1YEUAM=R,1Y,31.14,BOC GROP,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
BOPA1YEUAM=R,1Y,194.95,BOPARAN FINANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
BPB1YEUAM=R,1Y,41.27,BPB,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
BGYH1YEUAM=R,1Y,9.68,BRTSH ENRY BOND,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
BREG1YEUSM=R,1Y,51.37,CARE UK SOCIAL,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Government,Europe & Central Asia
CNAX1YEUAM=R,1Y,22.34,CENTRICA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
CNAX1YEUSM=R,1Y,33.52,CENTRICA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
ACE1YUSAX=R,1Y,5.65,CHUBB LTD CH,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,Europe & Central Asia
CIRX1YEUAM=R,1Y,12.92,CIR,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
CITA1YUSAR=R,1Y,47.09,CITADEL FINANCE,USD,SNRFOR,Mod-Restruct14,NR,(40-49),Financials,Europe & Central Asia
CNHI1YEUAM=R,1Y,12.62,CNH INDUSTRIAL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
COVE1YEUAM=R,1Y,25.85,COVENTRY BLDG,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
DPWG1YEUAM=R,1Y,8.63,DEUTSCHE POST,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
DRYM1YEUAM=R,1Y,11.05,DRY MIX SOLUTION,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EDPP1YEUAM=R,1Y,14.86,EDP FINANCE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ELEZ1YEUAM=R,1Y,8.99,EILEME 2,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EKSP1YEUAM=R,1Y,439.48,EKSPORTFINANS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
ESKB1YUSAC=R,1Y,333.5,ESKOM,USD,SNRFOR,Cum-Restruct14,CCC,(0-29),Utilities, Sub-Saharan Africa
EXPB1YEUAM=R,1Y,10.81,EXPERIAN FINANCE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
FCEB1YEUAM=R,1Y,24.18,FCE BANK,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Financials,Europe & Central Asia
FCAU1YEUAM=R,1Y,24.7,FIAT CHRYSLER,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
UVER1YEUSM=R,1Y,14.78,FINANCIERE QUICK,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Consumer Cyclicals,Europe & Central Asia
GALS1YEUAM=R,1Y,13.82,GALP ENERGIA,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Energy,Europe & Central Asia
GFCP1YEUAM=R,1Y,14.47,GECINA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
GASI1YEUAM=R,1Y,50.03,GENERALI,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
GKN1YEUAM=R,1Y,106.38,GKN,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
GKNH1YEUAM=R,1Y,26.32,GKN HOLDINGS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
HMSO1YEUAM=R,1Y,16.37,HAMMERSON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
HNRG1YEUAM=R,1Y,7.12,HANNOVER RUECK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
HNRG1YEUSM=R,1Y,20.08,HANNOVER RUECK,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
HBOS1YEUSM=R,1Y,50.2,HBOS,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
HEMB1YEUAM=R,1Y,99.87,HEMA BONDCO I,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
TTFR1YEUAM=R,1Y,55.44,ICELAND BONDCO,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
INEO1YEUAM=R,1Y,3.2,INEOS GR HLD,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
INEV1YEUAM=R,1Y,22.57,INEOS GROUP HLDG,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Basic Materials,Europe & Central Asia
IFXA1YEUSM=R,1Y,40.27,INFINEON TECH HG,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Financials,Europe & Central Asia
ING1YEUAM=R,1Y,19.27,ING GROEP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
INVE1YEUAM=R,1Y,4.78,INVESTR,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
FSFN1YEUSM=R,1Y,62.43,ISS DK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Industrials,Europe & Central Asia
ISSA1YEUAM=R,1Y,32.01,ISS GLOBAL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
JPTB1YEUAM=R,1Y,8.42,JTI UK FINANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
KEL1YEUAM=R,1Y,20.04,KELDA GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
LOIM1YEUAM=R,1Y,14.05,KLEPIERRE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
DSMN1YEUAM=R,1Y,6.45,KONINKLIJKE DSM,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Basic Materials,Europe & Central Asia
LAFP1YEUAM=R,1Y,5.05,LAFARGE,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Basic Materials,Europe & Central Asia
LGEN1YEUAM=R,1Y,16.97,LEGAL GENERAL,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LGEN1YEUSM=R,1Y,27.62,LEGAL GENERAL,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
FERC1YEUAM=R,1Y,20.84,LHR AIRPORTS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
SOLY1YEUAM=R,1Y,79.77,LLOYDS OF LONDON,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LOKO1YEUAM=R,1Y,11.23,LOCK LOWER,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EMG1YEUAM=R,1Y,85.71,MAN STR HLDG,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
EMG1YEUSM=R,1Y,149.3,MAN STR HLDG,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
MEOA1YEUAM=R,1Y,15.96,METSO,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
CBRY1YEUAM=R,1Y,6.03,MONDELEZ UK,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
MOAI1YEUAM=R,1Y,51.51,MONITCHEM HCO 3,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
MUDF1YUSAC=R,1Y,42.9,MUBADALA,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Financials,Middle East & North Africa
MUVG1YEUAM=R,1Y,6.56,MUNICH RE GROUP,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
MUVG1YEUSM=R,1Y,26.27,MUNICH RE GROUP,EUR,SUBLT2,M-Mod Restruct14,AA,(0-29),Financials,Europe & Central Asia
VNU1YEUAM=R,1Y,5.05,NIELSEN CO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
INBL1YEUAM=R,1Y,13.15,NN GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
NVAF1YEUAM=R,1Y,62.19,NOVAFIVES,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Financials,Europe & Central Asia
NATW1YEUAM=R,1Y,20.42,NTNWDE BULDG SOC,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
NATW1YEUSM=R,1Y,55.76,NTNWDE BULDG SOC,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
NXP1YEUAM=R,1Y,15.28,NXP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Technology,Europe & Central Asia
EDF1YEUAM=R,1Y,14.05,E.D.F.,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
EDF1YEUSM=R,1Y,21.08,E.D.F.,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Utilities,Europe & Central Asia
EONG1YEUAM=R,1Y,8.44,E.ON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EDN1YEUAM=R,1Y,15.01,EDISON IT,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EDP1YEUAM=R,1Y,14.22,EDP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EBKG1YEUAM=R,1Y,8.26,ENBW ENERGIE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
EBKG1YEUSM=R,1Y,12.39,ENBW ENERGIE,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Utilities,Europe & Central Asia
ELE1YEUAM=R,1Y,13.25,ENDESA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ENEI1YEUAM=R,1Y,23.56,ENEL,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Utilities,Europe & Central Asia
ENEI1YEUSM=R,1Y,35.35,ENEL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
FUMC1YEUAM=R,1Y,8.06,FORTUM OYJ,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
IBE1YEUAM=R,1Y,12.32,IBERDROLA,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Utilities,Europe & Central Asia
ISEA1YUSAC=R,1Y,22.1,IEC,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Utilities,Middle East & North Africa
NTGR1YEUAM=R,1Y,8.01,NATIONAL GRID,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
NATG1YEUAM=R,1Y,38.78,NTNL GRID ELEC,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
RWEG1YEUAM=R,1Y,5.86,RWE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
RWEG1YEUSM=R,1Y,8.79,RWE,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
SSEN1YEUAM=R,1Y,11.71,SSE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
SSEN1YEUSM=R,1Y,17.56,SSE,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
VATB1YEUAM=R,1Y,3.12,VATTENFALL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
VATB1YEUSM=R,1Y,4.68,VATTENFALL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
MDPC1YEUAM=R,1Y,19.72,YORKSHIRE POWER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ATGV1YUSAC=R,1Y,4.49,AUSTRIA,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
BEGV1YUSAC=R,1Y,7.64,BELGIUM,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
BGGV1YUSAC=R,1Y,7.06,BULGARIA,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
HRGV1YUSAC=R,1Y,16.68,CROATIA,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Government,Europe & Central Asia
CYGV1YUSAC=R,1Y,85.03,CYPRUS,USD,SNRFOR,Cum-Restruct14,BB,(30-39),Government,Europe & Central Asia
CZGV1YUSAC=R,1Y,3.35,CZECH REPUBLIC,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
DKGV1YUSAC=R,1Y,3.87,DENMARK,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
EGGV1YUSAC=R,1Y,224.62,EGYPT,USD,SNRFOR,Cum-Restruct14,B,(0-29),Government,Middle East & North Africa
EEGV1YUSAC=R,1Y,26.01,ESTONIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
FIGV1YUSAC=R,1Y,4.37,FINLAND,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
FRGV1YUSAC=R,1Y,9.19,FRANCE,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
DEGV1YUSAC=R,1Y,3.24,GERMANY,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
GRGV1YUSAC=R,1Y,231.72,GREECE,USD,SNRFOR,Cum-Restruct14,B,(40-49),Government,Europe & Central Asia
HUGV1YUSAC=R,1Y,15.72,HUNGARY,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
IEGV1YUSAC=R,1Y,10.15,IRELAND,USD,SNRFOR,Cum-Restruct14,A,(30-39),Government,Europe & Central Asia
ILGV1YUSAC=R,1Y,29.28,ISRAEL,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Middle East & North Africa
ITGV1YUSAC=R,1Y,106.97,ITALY,USD,SNRFOR,Cum-Restruct14,BBB,(30-39),Government,Europe & Central Asia
KZGV1YUSAC=R,1Y,12.15,KAZAKHSTAN,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
KWGV1YUSAC=R,1Y,14.06,KUWAIT,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Government,Middle East & North Africa
LVGV1YUSAC=R,1Y,25.21,LATVIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
LBGV1YUSAC=R,1Y,546.23,LEBANON,USD,SNRFOR,Cum-Restruct14,B,(0-29),Government,Middle East & North Africa
LTGV1YUSAC=R,1Y,16.74,LITHUANIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
MAGV1YUSAC=R,1Y,54.94,MOROCCO,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Government,Middle East & North Africa
NLGV1YUSAC=R,1Y,3.68,NETHERLANDS,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
NOGV1YUSAC=R,1Y,3.87,NORWAY,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
PLGV1YUSAC=R,1Y,21.52,POLAND,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
PTGV1YUSAC=R,1Y,32.12,PORTUGAL,USD,SNRFOR,Cum-Restruct14,BB,(30-39),Government,Europe & Central Asia
ACCP1YEUAM=R,1Y,9.91,ACCOR,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
ADSG1YEUAM=R,1Y,56.93,ADIDAS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
AHO1YEUAM=R,1Y,6.06,AHOLD DELHAIZE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
AWGA1YEUAM=R,1Y,25.4,ANGLIAN WATER SE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
AZN1YEUAM=R,1Y,5.58,ASTRAZENECA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
STFA1YEUAM=R,1Y,22.33,AUCHAN HOLDING,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
BAYG1YEUAM=R,1Y,14.65,BAYER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
BAYG1YEUSM=R,1Y,21.97,BAYER,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Healthcare,Europe & Central Asia
BTGG1YEUAM=R,1Y,6.06,BERTELSMANN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
BTGG1YEUSM=R,1Y,9.09,BERTELSMANN,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Consumer Cyclicals,Europe & Central Asia
BRIS1YEUAM=R,1Y,16.37,BRISA AUTO,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
BRIP1YEUAM=R,1Y,16.37,BRISA CONCES,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ITVC1YEUAM=R,1Y,40.3,CARLTON COMM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CARR1YEUAM=R,1Y,14.35,CARREFOUR,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CASP1YEUAM=R,1Y,553.42,CASINO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CASP1YEUSM=R,1Y,860.49,CASINO,EUR,SUBLT2,M-Mod Restruct14,BB,(0-29),Consumer Non-Cyclicals,Europe & Central Asia
METB1YEUAM=R,1Y,19.6,CECONOMY,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CEVT1YEUSM=R,1Y,74.66,CERVEDGROUP,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Industrials,Europe & Central Asia
COLD1YEUAM=R,1Y,29.86,COLT TECHNO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
CPG1YEUAM=R,1Y,8.63,COMPASS GROUP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
DMGO1YEUAM=R,1Y,264.64,DMGT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
EMI1YEUAM=R,1Y,97.88,EMI GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(50-89),Consumer Cyclicals,Europe & Central Asia
VOWC1YEUAM=R,1Y,52.39,EUROPCAR MOBILIT,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Industrials,Europe & Central Asia
FREG1YEUAM=R,1Y,8.37,FRESENIUS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
GSK1YEUAM=R,1Y,6.91,GSK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Healthcare,Europe & Central Asia
FINO1YEUAM=R,1Y,9.96,HAVAS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
ITV1YEUAM=R,1Y,15.66,ITV,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
PRTP1YEUAM=R,1Y,5.67,KERING,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
KGF1YEUAM=R,1Y,13.92,KINGFISHER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
LADX1YEUAM=R,1Y,23.46,LADBROKES CORAL,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
MKS1YEUAM=R,1Y,24.36,M&S,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
MKSA1YEUAM=R,1Y,24.36,MARKS&SPENCER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
SOL1YEUAM=R,1Y,7.03,MELIA HOTELS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
MRCG1YEUAM=R,1Y,4.9,MERCK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
MRCG1YEUSM=R,1Y,7.36,MERCK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Healthcare,Europe & Central Asia
NXT1YEUAM=R,1Y,18.04,NEXT UK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
NOVB1YEUAM=R,1Y,5.16,NOVARTIS,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Healthcare,Europe & Central Asia
PSON1YEUAM=R,1Y,6.5,PEARSON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
PSMG1YEUAM=R,1Y,76.55,PROSIEBENSAT1,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
PUBP1YEUAM=R,1Y,11.58,PUBLICIS GROUPE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
ALCA1YEUAM=R,1Y,5.29,ALCATEL LUCENT,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Technology,Europe & Central Asia
BTCO1YEUAM=R,1Y,12.3,BRITISH TELE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
CW1YEUAM=R,1Y,14.18,CABLE & WIRELS,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
DTA1YEUAM=R,1Y,10.55,DEUTSCHE TELEKOM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
ERIC1YEUAM=R,1Y,17.86,ERICSSON,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
FTE1YEUAM=R,1Y,7.62,ORANGE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
OTE1YEUAM=R,1Y,25.35,OTE TELECOM,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
KPN1YEUAM=R,1Y,12.3,KPN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
KPN1YEUSM=R,1Y,18.45,KPN,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Telecommunications Services,Europe & Central Asia
NOKA1YEUAM=R,1Y,10.78,NOKIA,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
SCMN1YEUAM=R,1Y,15.19,SWISSCOM,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Telecommunications Services,Europe & Central Asia
TDC1YEUAM=R,1Y,31.55,TDC,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Telecommunications Services,Europe & Central Asia
TLIT1YEUAM=R,1Y,48.97,TELECOM IT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
TEF1YEUAM=R,1Y,13.72,TELEFONICA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
TEF1YEUSM=R,1Y,20.58,TELEFONICA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Telecommunications Services,Europe & Central Asia
TELA1YEUAM=R,1Y,5.87,TELEKOM AUSTRIA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
TLSN1YEUAM=R,1Y,8.49,TELIA COMPANY,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Telecommunications Services,Europe & Central Asia
VOD1YEUAM=R,1Y,12.3,VODAFONE GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
AIRS1YEUAM=R,1Y,16.6,AIR FRANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ASFF1YEUAM=R,1Y,11.76,ASF,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Industrials,Europe & Central Asia
BAY1YEUAM=R,1Y,12.88,BRITISH AIRWAYS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
DBAH1YEUAM=R,1Y,5.37,DEUTSCHE BAHN,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Industrials,Europe & Central Asia
