RICS,Term,Prices/Upfronts,Name,Currency,Rank,Doc Clause,Cal final,recovery rate,TRBC Economic Sector Name,Region
LGEN6MEUSM=R,6M,19.7,LEGAL GENERAL,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
FERC6MEUAM=R,6M,16.18,LHR AIRPORTS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
SOLY6MEUAM=R,6M,81.32,LLOYDS OF LONDON,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LOKO6MEUAM=R,6M,7.71,LOCK LOWER,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EMG6MEUAM=R,6M,72.03,MAN STR HLDG,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
EMG6MEUSM=R,6M,137.29,MAN STR HLDG,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
MEOA6MEUAM=R,6M,11.76,METSO,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
CBRY6MEUAM=R,6M,4.61,MONDELEZ UK,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
MOAI6MEUAM=R,6M,40.97,MONITCHEM HCO 3,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
MUDF6MUSAC=R,6M,39.59,MUBADALA,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Financials,Middle East & North Africa
MUVG6MEUAM=R,6M,4.01,MUNICH RE GROUP,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
MUVG6MEUSM=R,6M,21.46,MUNICH RE GROUP,EUR,SUBLT2,M-Mod Restruct14,AA,(0-29),Financials,Europe & Central Asia
VNU6MEUAM=R,6M,5.05,NIELSEN CO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
INBL6MEUAM=R,6M,8.99,NN GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
NVAF6MEUAM=R,6M,43.29,NOVAFIVES,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Financials,Europe & Central Asia
NATW6MEUAM=R,6M,13.58,NTNWDE BULDG SOC,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
NATW6MEUSM=R,6M,37.15,NTNWDE BULDG SOC,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
NXP6MEUAM=R,6M,15.07,NXP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Technology,Europe & Central Asia
EDF6MEUAM=R,6M,10.67,E.D.F.,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
EDF6MEUSM=R,6M,16,E.D.F.,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Utilities,Europe & Central Asia
EONG6MEUAM=R,6M,7.82,E.ON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EDN6MEUAM=R,6M,15.01,EDISON IT,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EDP6MEUAM=R,6M,6.98,EDP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EBKG6MEUAM=R,6M,7.39,ENBW ENERGIE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
EBKG6MEUSM=R,6M,11.09,ENBW ENERGIE,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Utilities,Europe & Central Asia
ELE6MEUAM=R,6M,11.41,ENDESA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ENEI6MEUAM=R,6M,18.81,ENEL,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Utilities,Europe & Central Asia
ENEI6MEUSM=R,6M,28.22,ENEL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
FUMC6MEUAM=R,6M,6.45,FORTUM OYJ,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
IBE6MEUAM=R,6M,7.57,IBERDROLA,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Utilities,Europe & Central Asia
ISEA6MUSAC=R,6M,21.99,IEC,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Utilities,Middle East & North Africa
NTGR6MEUAM=R,6M,6.37,NATIONAL GRID,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
NATG6MEUAM=R,6M,36.82,NTNL GRID ELEC,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
RWEG6MEUAM=R,6M,4.35,RWE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
RWEG6MEUSM=R,6M,6.53,RWE,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
SSEN6MEUAM=R,6M,11.71,SSE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
SSEN6MEUSM=R,6M,17.56,SSE,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
VATB6MEUAM=R,6M,3.12,VATTENFALL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
VATB6MEUSM=R,6M,4.68,VATTENFALL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
MDPC6MEUAM=R,6M,13.84,YORKSHIRE POWER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ATGV6MUSAC=R,6M,4.49,AUSTRIA,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
BEGV6MUSAC=R,6M,7.64,BELGIUM,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
BGGV6MUSAC=R,6M,7.06,BULGARIA,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
HRGV6MUSAC=R,6M,16.68,CROATIA,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Government,Europe & Central Asia
CYGV6MUSAC=R,6M,85.01,CYPRUS,USD,SNRFOR,Cum-Restruct14,BB,(30-39),Government,Europe & Central Asia
CZGV6MUSAC=R,6M,3.35,CZECH REPUBLIC,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
DKGV6MUSAC=R,6M,3.87,DENMARK,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
EGGV6MUSAC=R,6M,191.1,EGYPT,USD,SNRFOR,Cum-Restruct14,B,(0-29),Government,Middle East & North Africa
EEGV6MUSAC=R,6M,26.01,ESTONIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
FIGV6MUSAC=R,6M,4.37,FINLAND,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
FRGV6MUSAC=R,6M,9.19,FRANCE,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
DEGV6MUSAC=R,6M,3.24,GERMANY,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
GRGV6MUSAC=R,6M,208.72,GREECE,USD,SNRFOR,Cum-Restruct14,B,(40-49),Government,Europe & Central Asia
HUGV6MUSAC=R,6M,15.72,HUNGARY,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
IEGV6MUSAC=R,6M,10.14,IRELAND,USD,SNRFOR,Cum-Restruct14,A,(30-39),Government,Europe & Central Asia
ILGV6MUSAC=R,6M,27.06,ISRAEL,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Middle East & North Africa
ITGV6MUSAC=R,6M,77.01,ITALY,USD,SNRFOR,Cum-Restruct14,BBB,(30-39),Government,Europe & Central Asia
KZGV6MUSAC=R,6M,8.02,KAZAKHSTAN,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
KWGV6MUSAC=R,6M,14.05,KUWAIT,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Government,Middle East & North Africa
LVGV6MUSAC=R,6M,22.73,LATVIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
LBGV6MUSAC=R,6M,506.56,LEBANON,USD,SNRFOR,Cum-Restruct14,B,(0-29),Government,Middle East & North Africa
LTGV6MUSAC=R,6M,15.62,LITHUANIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
MAGV6MUSAC=R,6M,43.01,MOROCCO,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Government,Middle East & North Africa
NLGV6MUSAC=R,6M,3.68,NETHERLANDS,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
NOGV6MUSAC=R,6M,3.87,NORWAY,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
PLGV6MUSAC=R,6M,21.52,POLAND,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
PTGV6MUSAC=R,6M,32.11,PORTUGAL,USD,SNRFOR,Cum-Restruct14,BB,(30-39),Government,Europe & Central Asia
ACCP6MEUAM=R,6M,9.92,ACCOR,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
ADSG6MEUAM=R,6M,50.61,ADIDAS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
AHO6MEUAM=R,6M,4.49,AHOLD DELHAIZE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
AWGA6MEUAM=R,6M,16.9,ANGLIAN WATER SE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
AZN6MEUAM=R,6M,2.58,ASTRAZENECA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
STFA6MEUAM=R,6M,16.7,AUCHAN HOLDING,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
BAYG6MEUAM=R,6M,6.43,BAYER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
BAYG6MEUSM=R,6M,9.65,BAYER,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Healthcare,Europe & Central Asia
BTGG6MEUAM=R,6M,4.21,BERTELSMANN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
BTGG6MEUSM=R,6M,6.32,BERTELSMANN,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Consumer Cyclicals,Europe & Central Asia
BRIS6MEUAM=R,6M,12.07,BRISA AUTO,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
BRIP6MEUAM=R,6M,12.07,BRISA CONCES,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ITVC6MEUAM=R,6M,32.72,CARLTON COMM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CARR6MEUAM=R,6M,9.26,CARREFOUR,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CASP6MEUAM=R,6M,526.46,CASINO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CASP6MEUSM=R,6M,818.67,CASINO,EUR,SUBLT2,M-Mod Restruct14,BB,(0-29),Consumer Non-Cyclicals,Europe & Central Asia
METB6MEUAM=R,6M,15.35,CECONOMY,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CEVT6MEUSM=R,6M,59.5,CERVEDGROUP,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Industrials,Europe & Central Asia
COLD6MEUAM=R,6M,21.29,COLT TECHNO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
CPG6MEUAM=R,6M,7.42,COMPASS GROUP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
DMGO6MEUAM=R,6M,264.63,DMGT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
EMI6MEUAM=R,6M,68.64,EMI GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(50-89),Consumer Cyclicals,Europe & Central Asia
VOWC6MEUAM=R,6M,42.05,EUROPCAR MOBILIT,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Industrials,Europe & Central Asia
FREG6MEUAM=R,6M,6.88,FRESENIUS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
GSK6MEUAM=R,6M,6.76,GSK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Healthcare,Europe & Central Asia
FINO6MEUAM=R,6M,6.61,HAVAS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
ITV6MEUAM=R,6M,15.64,ITV,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
PRTP6MEUAM=R,6M,3.64,KERING,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
KGF6MEUAM=R,6M,8.83,KINGFISHER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
LADX6MEUAM=R,6M,16.39,LADBROKES CORAL,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
MKS6MEUAM=R,6M,16.21,M&S,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
MKSA6MEUAM=R,6M,16.21,MARKS&SPENCER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
SOL6MEUAM=R,6M,5.15,MELIA HOTELS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
MRCG6MEUAM=R,6M,4.01,MERCK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
MRCG6MEUSM=R,6M,6.02,MERCK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Healthcare,Europe & Central Asia
NXT6MEUAM=R,6M,12,NEXT UK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
NOVB6MEUAM=R,6M,3.78,NOVARTIS,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Healthcare,Europe & Central Asia
PSON6MEUAM=R,6M,3.69,PEARSON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
PSMG6MEUAM=R,6M,70.94,PROSIEBENSAT1,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
PUBP6MEUAM=R,6M,7.69,PUBLICIS GROUPE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
ALCA6MEUAM=R,6M,5.07,ALCATEL LUCENT,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Technology,Europe & Central Asia
BTCO6MEUAM=R,6M,8.17,BRITISH TELE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
CW6MEUAM=R,6M,3.82,CABLE & WIRELS,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
DTA6MEUAM=R,6M,10.55,DEUTSCHE TELEKOM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
ERIC6MEUAM=R,6M,9.36,ERICSSON,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
FTE6MEUAM=R,6M,5.05,ORANGE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
OTE6MEUAM=R,6M,20.07,OTE TELECOM,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
KPN6MEUAM=R,6M,10.09,KPN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
KPN6MEUSM=R,6M,15.14,KPN,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Telecommunications Services,Europe & Central Asia
NOKA6MEUAM=R,6M,10.57,NOKIA,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
SCMN6MEUAM=R,6M,15.19,SWISSCOM,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Telecommunications Services,Europe & Central Asia
TDC6MEUAM=R,6M,26.26,TDC,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Telecommunications Services,Europe & Central Asia
TLIT6MEUAM=R,6M,33.36,TELECOM IT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
TEF6MEUAM=R,6M,6.38,TELEFONICA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
TEF6MEUSM=R,6M,9.57,TELEFONICA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Telecommunications Services,Europe & Central Asia
TELA6MEUAM=R,6M,3.77,TELEKOM AUSTRIA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
TLSN6MEUAM=R,6M,5.95,TELIA COMPANY,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Telecommunications Services,Europe & Central Asia
VOD6MEUAM=R,6M,7.93,VODAFONE GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
AIRS6MEUAM=R,6M,11.32,AIR FRANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ASFF6MEUAM=R,6M,7.81,ASF,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Industrials,Europe & Central Asia
BAY6MEUAM=R,6M,12.67,BRITISH AIRWAYS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
DBAH6MEUAM=R,6M,2.15,DEUTSCHE BAHN,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Industrials,Europe & Central Asia
DPW6MUSAC=R,6M,51.45,DP WRLD,USD,SNRFOR,Cum-Restruct14,BBB,(40-49),Industrials,Middle East & North Africa
FGRP6MEUAM=R,6M,47.58,FIRSTGROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
SASA6MEUAM=R,6M,73.96,SCANDNVN AIR SYS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
SMIN6MEUAM=R,6M,10.51,SMITHS GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
TNT6MEUAM=R,6M,8.72,POSTNL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
AOZR6MUSAC=R,6M,14.47,AOZORA BANK,USD,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
MZFC6MUSAC=R,6M,13.98,MHBK,USD,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
MZFC6MUSSC=R,6M,33.63,MHBK,USD,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Japan
MZFG6MJPAC=R,6M,39.34,MIZUHO,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
MZFG6MJPSC=R,6M,36.34,MIZUHO,JPY,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Japan
MTFC6MUSAC=R,6M,19.75,MUFG BANK,USD,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
MTFC6MUSSC=R,6M,25.06,MUFG BANK,USD,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Japan
MTFA6MJPAC=R,6M,63.38,MUTB,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
MTFA6MJPSC=R,6M,88.05,MUTB,JPY,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Japan
NORB6MUSAC=R,6M,14.98,NORINCHUKIN,USD,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
NORB6MUSSC=R,6M,27.87,NORINCHUKIN,USD,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Japan
RESH6MUSAC=R,6M,21.79,RESONA BK,USD,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
SUMA6MUSAC=R,6M,16.13,SMBC,USD,SNRFOR,Cum-Restruct14,A,(30-39),Financials,Japan
SUMA6MUSSC=R,6M,19.5,SMBC,USD,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Japan
ASAB6MJPAC=R,6M,8.75,ASAHI GROUP,JPY,SNRFOR,Cum-Restruct14,BBB,(30-39),Consumer Non-Cyclicals,Japan
JAPT6MJPAC=R,6M,6.07,JAPAN TOBACCO,JPY,SNRFOR,Cum-Restruct14,AA,(30-39),Consumer Non-Cyclicals,Japan
KIKM6MJPAC=R,6M,48.39,KIKKOMAN,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Consumer Non-Cyclicals,Japan
KNBW6MJPAC=R,6M,9.66,KIRIN HOLDINGS,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Consumer Non-Cyclicals,Japan
SAPH6MJPAC=R,6M,19.92,SAPPORO HOLDINGS,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Consumer Non-Cyclicals,Japan
SHSD6MJPAC=R,6M,17.7,SHISEIDO,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Consumer Non-Cyclicals,Japan
COSO6MJPAC=R,6M,142.09,COSMO OIL,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Energy,Japan
SHWS6MJPAC=R,6M,27.7,SHOWA SHELL,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Energy,Japan
HOKA6MJPAC=R,6M,27.3,HOKKAIDO GAS,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Utilities,Japan
TOKG6MJPAC=R,6M,8.25,TOKYO GAS,JPY,SNRFOR,Cum-Restruct14,AA,(30-39),Utilities,Japan
ADVN6MJPAC=R,6M,32.38,ADVANTEST,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Technology,Japan
ASAG6MJPAC=R,6M,12.83,AGC INC,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Consumer Cyclicals,Japan
BSTO6MJPAC=R,6M,8.38,BRIDGESTONE,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Consumer Cyclicals,Japan
CANA6MJPAC=R,6M,5.05,CANON,JPY,SNRFOR,Cum-Restruct14,AA,(30-39),Technology,Japan
CASI6MJPAC=R,6M,20.89,CASIO COMPUTER,JPY,SNRFOR,Cum-Restruct14,BBB,(30-39),Technology,Japan
DWAH6MJPAC=R,6M,12.94,DAIWA HOUSE,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Consumer Cyclicals,Japan
DENC6MJPAC=R,6M,17.34,DENSO,JPY,SNRFOR,Cum-Restruct14,AA,(30-39),Consumer Cyclicals,Japan
DNIP6MJPAC=R,6M,30.33,DIC,JPY,SNRFOR,Cum-Restruct14,BBB,(30-39),Basic Materials,Japan
EBAR6MJPAC=R,6M,22.98,EBARA,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
FUJE6MJPAC=R,6M,118.95,FUJI ELECTRIC,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
FUJB6MJPAC=R,6M,28.86,FUJIKURA,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Technology,Japan
FUJS6MJPAC=R,6M,12.56,FUJITSU,JPY,SNRFOR,Cum-Restruct14,BBB,(30-39),Technology,Japan
FRKW6MJPAC=R,6M,25.75,FURUKAWA ELEC,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
HITC6MJPAC=R,6M,10.29,HITACHI,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Industrials,Japan
HICA6MJPAC=R,6M,10.29,HITACHI CABLE,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
HITD6MJPAC=R,6M,19.05,HITACHI CHEM,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Basic Materials,Japan
HCHA6MJPAC=R,6M,20.64,HITACHI METALS,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
HONB6MJPAC=R,6M,9.71,HONDA,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Consumer Cyclicals,Japan
IBID6MJPAC=R,6M,47.56,IBIDEN,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Technology,Japan
ISUZ6MJPAC=R,6M,28.74,ISUZU MOTORS,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Consumer Cyclicals,Japan
ITOC6MJPAC=R,6M,9.81,ITOCHU,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Industrials,Japan
JFEH6MJPAC=R,6M,4.62,JFE HOLDINGS,JPY,SNRFOR,Cum-Restruct14,BBB,(30-39),Basic Materials,Japan
JFES6MJPAC=R,6M,4.62,JFE STEEL,JPY,SNRFOR,Cum-Restruct14,NR,(40-49),Basic Materials,Japan
KAJI6MJPAC=R,6M,13.89,KAJIMA,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
KASK6MJPAC=R,6M,10.43,KAWASAKI HEAVY,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
KOBA6MJPAC=R,6M,36.34,KOBE STEEL,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Basic Materials,Japan
KOMS6MJPAC=R,6M,6.12,KOMATSU,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Industrials,Japan
KOMR6MJPAC=R,6M,94.6,KOMORI,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
MAED6MJPAC=R,6M,22.33,MAEDA,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
MAKT6MJPAC=R,6M,44.82,MAKITA,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Industrials,Japan
MARA6MJPAC=R,6M,9,MARUBENI,JPY,SNRFOR,Cum-Restruct14,BBB,(30-39),Industrials,Japan
MAZD6MJPAC=R,6M,11.11,MAZDA,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Consumer Cyclicals,Japan
MITH6MJPAC=R,6M,8.66,MHI,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Industrials,Japan
MITA6MJPAC=R,6M,8.24,MITSUBISHI,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Industrials,Japan
MBEL6MJPAC=R,6M,5.32,MITSUBISHI ELEC,JPY,SNRFOR,Cum-Restruct14,A,(30-39),Industrials,Japan
MTGA6MJPAC=R,6M,20.52,MITSUBISHI GAS,JPY,SNRFOR,Cum-Restruct14,NR,(30-39),Basic Materials,Japan
